iso3,country_code,region,income,year,ai01,ai02,ai03,ai04,ai05,ai06,ai07,ai08,ai09,ai10,ai11,ai12,ai13,ai14,ai15,ai16,ai17,ai18,ai19,ai20,ai21,ai22,ai23,ai24,ai25,ai26,ai27,ai28,ai29,ai30,ai31,ai32,ai33,ai34,ai35,ai36,am01,am02,am03,di01,di02,di03,di04,di05,di06,di07,di08,di09,di10,di11,di12,di13,di14,dm01,dm02,dm03,dm04,dm05,dm06,dm07,dm08,dm09,dm10,dm11,dm12,dm13,dm14,dm15,dm16,ei01,ei02,ei03,ei04,ei05,ei06,ei07,ei08,ei09,ei10,em01,si01,si02,si03,si04,si05,si06,si07,sm01,oi01,oi02,oi06,oi07,oi08,oi09,oi10,oi11,oi12,oi13,oi14,oi15,oi16,oi16a,oi17,oi18,oi19,oi20a,om01,om02
ABW,AW,Latin America & Caribbean,High income,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.46432,40.74174,,,43.48843,,,38.81721,,,,39.46432,,39.4643,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,101.6671,,,,,,38.81721,,349.8596,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.44193,42.8685,,,49.99553,,,45.31042,,,,39.44193,,39.4419,,,,,,,,,,,,,,,,,,3.716666,,,,,,,,,,,,,87.04823,,,,,,45.31042,,463.1113,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.77565,45.24195,,,49.15768,,,44.64297,,,,43.77565,,43.7757,,,,,,,,,,,,,,,,,,3.541667,,,,,,,,,,,,,98.05721,,,,,,44.64297,,533.4839,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.35639,45.09518,,,51.00217,,,46.91856,,,,43.35639,,43.3564,,,,,,,,,,,,,,,,,,3.775,,,,,,,,,,,,,92.40776,,,,,,46.91856,,616.5789,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.48883,46.16962,,,54.34376,,,49.63587,,,,44.48883,,44.4888,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,89.6304,,,,,,49.63587,,680.8364,,,,,,,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.22594,46.42562,,,56.63101,,,51.45119,,,,44.22594,,44.2259,,,,,,,,,,,,,,,,,,4.125,,,,,,,,,,,,,85.95709,,,,,,51.45119,,784.944,,,,,,0.294683,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.28292,45.39446,,,57.97995,,,53.37284,,,,43.28292,,43.2829,,,,,,,,,,,,,,,,,,4.708333,,,,,,,,,,,,,81.09541,,,,,,53.37284,,858.5359,,,,,,0.273893,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.90216,43.12815,,,54.25106,,,49.85363,,,,40.90216,,40.9022,,,,,,,,,,,,,,,,,,5.625,,,,,,,,,,,,,82.0445,,,,,,49.85363,,883.4343,6.739041,9.50851,,,,0.309438,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.44489,45.49143,,,53.70507,,,49.58435,,,,42.44489,,42.4449,,,,,,,,,,,,,,,,,,6.608333,,,,,,,,,,,,,85.60137,,,,,,49.58435,,979.5895,,,,,,0.313901,,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.06184,44.6217,,,52.81032,,,48.18968,,,,43.06184,,43.0618,,,,,,,,,,,,,,,,,,6.233333,,,,,,1.560054,,,,,,,89.35906,,,,,,48.18968,,995.8723,,,39.7532,225.0062,264.7594,0.101523,24.99101,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.41611,47.8223,,,52.73498,,,48.59514,,,,45.41611,,45.4161,,,,,,,,,,,,,,,,,,6.108333,,,,,,2.406194,,,,,,,93.45814,,,,,,48.59514,,1005.63,,,29.08023,187.7539,216.8341,0.117409,18.04399,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.23377,45.40379,,,49.4143,,,45.50193,,,,43.23377,,43.2338,,,,,,,,,,,,,,,,,,5.891667,,,,,,2.169864,,,,,,,95.01524,,,,,,45.50193,,1028.564,,,31.13261,74.89042,106.023,0.12035,15.0136,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.87011,43.74569,,,51.61959,,,47.81631,,,,41.87011,,41.8701,,,,,,,,,,,,,,,,,,6.141667,,,,,,1.875893,,,,,,,87.5645,,,,,,47.81631,,1149.591,,,35.53869,67.68677,103.2255,0.097283,20.83958,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.62053,46.61284,,,54.98654,,,50.73794,,,,44.62053,,44.6205,,,,,,,,,8.051755,10.80161,5.35346,,,,,,,6.975,,,,,,1.992444,,,,,,,87.94312,,,,,,50.73794,,1233.765,,1.044747,43.81316,52.27837,96.09154,0.035344,30.47367,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.80612,46.10257,,,51.59887,,,47.85699,,,,44.80612,,44.8061,,,,,,,,,9.759058,12.26182,6.2645,,,,,,,5.866667,,,,,,1.296258,,,,,,,93.62502,,,,,,47.85699,,1217.504,,0.9609305,52.54059,69.38482,121.9254,0.057859,29.0373,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.58816,48.4253,,,54.20418,,,49.85022,1.332625,1.495623,,46.58816,,46.5882,,,,,,,,,10.06627,13.14695,5.728043,,,,,,,6.1,,,,,,1.814535,,,,,,,93.45628,,,,,,49.85022,,1275.21,,0.9490427,47.48895,45.69092,93.17986,0.070398,17.9677,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.78687,52.6621,,,57.90205,,,53.92677,1.358508,1.467725,,50.78687,,50.7869,,,,,,,,,8.980487,16.34721,5.518045,,,,,,,5.1,,,,,,1.895412,,,,,,,94.17749,,,,,,53.92677,,1376.435,,0.917426,45.65005,42.53111,88.27567,0.067768,26.21899,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.01192,57.29932,,,60.5792,,,57.02629,1.390188,1.49507,,55.01192,,55.0119,,,,,,,,,11.69371,19.34855,5.353639,,,,,,,5.6,,,,,,2.313258,,,,,,,96.46764,,,,,,57.02629,,1472.673,,0.8805684,10.03694,58.33435,68.3713,0.013392,33.39552,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.78712,53.89034,,,56.37475,,,53.03474,1.529431,1.376398,,51.78712,,51.7871,,,,,,,,,11.71153,20.67618,5.454069,,,,,,,6.5,,,,,,2.128216,,,,,,,97.64754,,,,,,53.03474,,1464.006,,0.7983152,10.03512,56.44756,66.48269,0.064668,48.55302,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.06622,57.03265,,,57.3309,,,53.6046,1.696697,1.169455,,54.06622,,54.0662,,,,,,,,,11.97275,22.06615,5.600791,,,,,,,6.9,,,,,,3.003044,,,,,,,100.8612,,,,,,53.6046,,1506.723,,0.7627841,10.98859,46.40504,57.39363,0.034743,49.94152,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.88303,56.58299,,,56.37428,,,52.46921,1.430864,1.168119,,53.88303,,53.883,,,,,0.7423963,2.144701,2.887097,,14.13946,15.75017,6.772841,,,,,,,5.1,,,,,,2.750536,,,,,,,102.6946,,,,,,52.46921,,1512.259,2.105406,2.8342,26.15939,62.42758,88.58698,0.041953,41.61544,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.72702,54.41957,,,53.54505,,,49.86539,1.896907,1.031618,,51.72702,,51.727,,,,,0.6883145,3.74749,4.435804,,15.58346,19.84171,4.053061,,,,,,,5.9,,,,,,2.756739,,,,,,,103.7333,,,,,,49.86539,,1496.162,1.717922,4.332151,35.34992,64.93301,100.2829,0.194033,41.29887,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6586,52.29363,,,58.78377,,,55.13926,2.07145,1.110941,,50.6586,,50.6586,,,,,0.6556776,5.646113,6.301791,,10.02537,21.85174,4.443766,2.110434,,,,,,6.3,,,,,,1.693161,,,,,,,91.87391,,,,,,55.13926,,1742.389,,6.085085,26.09053,70.99942,97.08995,0.237768,84.91026,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.89659,58.596,,,69.20825,,,65.35717,1.685515,1.379385,,55.89659,,55.8966,,,,,0.7203219,6.202772,6.923094,,13.07397,24.65762,6.162617,2.936994,,,,,,7.3,,,,,,2.75849,,,,,,,85.5248,,,,,,65.35717,,1793.757,,6.774666,33.67324,67.64606,101.3193,0.354408,75.51375,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.79984,64.30319,,,71.82883,,,67.81293,2.128843,1.481698,,58.79984,,58.7998,,,,,0.7529797,6.483992,7.236972,,16.85249,24.08413,6.65132,,,,,,,8.4,,,,,,5.64868,,,,,,,86.70889,,,,,,67.81293,,1762.414,,7.050774,18.27056,50.60463,68.87518,0.202641,52.58308,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2011,,20.962293,,,,,,,,,,,,,,,,,,,,,,,110.97684,,,,,,,,,,,,,,,56.24767,62.11369,,,66.89094,,,62.99598,1.820714,1.362986,,56.24767,,56.2477,,,,,0.7059597,6.079097,6.785057,,15.61301,23.43712,4.824375,,,,,,,7.4,,,,,,6.069483,,,,,,,89.28773,,,,,,62.99598,,1713.805,,6.558026,15.70561,57.82793,73.53354,0.201186,41.49474,,,99,,,0,0,,
ABW,AW,Latin America & Caribbean,High income,2012,,21.962737,,,,,,,,,,,,,,,,,,,,,,,119.5749,,,,,,,,,,,,,,,58.6887,65.38079,,,73.03748,,,68.74087,2.52828,1.472462,,58.6887,,58.6887,,,,,0.7101609,16.09698,16.80714,,7.885293,30.0432,14.57472,,,,,,,7,,,,,,6.9048,,,,,,,85.37672,,,,,,68.74087,,1823.293,,16.29011,12.58245,48.09813,60.68057,0.185858,49.29893,,,99,,,0,0,,
ABW,AW,Latin America & Caribbean,High income,2013,,19.288263,,,,,,,,,,,,,,,,,,,,,,,124.16819,,,,,,,,,,,,,,,59.16187,65.67739,,,67.3776,,,62.98694,2.396843,1.413921,,59.16187,,59.1619,,,,,0.6598604,12.86728,13.52714,,9.844748,32.57259,11.62766,,,,,,,5.3,,,,,,6.888963,,,,,,,93.9272,,,,,,62.98694,,1728.625,,13.52673,13.13948,61.9917,75.13123,0.232335,53.5212,,,99,,,0,0,,
ABW,AW,Latin America & Caribbean,High income,2014,,19.060553,,,,,,,,,,,,,,,,,,,,,,,117.93717,,,,,,,,,,,,,,,60.23597,66.54086,,,69.58105,,,65.01788,2.359366,1.425584,,60.23597,,60.236,,,,,0.6449649,12.57682,13.22178,,10.56827,36.8835,12.87479,,,,,,,5,,,,,,6.641898,,,,,,,92.64525,,,,,,65.01788,,1812.754,,13.22078,21.34504,45.1997,66.54578,0.267469,55.21656,,,99,,,0,0,,
ABW,AW,Latin America & Caribbean,High income,2015,,18.862586,,,,,,,,,,,,,,,,,,,,,,,119.07007,,,,,,,,,,,,,,,56.62264,62.95782,,,71.73654,,,67.19653,2.42429,1.544115,,56.62264,,56.6226,,,,,,11.84648,11.84648,,10.64801,40.71568,14.65814,,,,,,,5.1,,,,,,6.974511,,,,,,,84.26423,,,,,,67.19653,,1969.757,,11.84559,20.64396,35.35237,55.99688,0.27281,52.32355,,,99,,,0,0,,
ABW,AW,Latin America & Caribbean,High income,2016,,19.832243,,,,,,,,,,,,,,,,,,,,,,,125.99307,,,,,,,,,,,,,,,57.21883,63.92509,,,78.00833,,,73.38168,2.607311,1.488655,,57.21883,,57.2188,,,,,,11.76417,11.76417,,12.09521,44.69762,15.82555,,,,,,,4.9,,,,,,7.531773,,,,,,,77.97427,,,,,,73.38168,,2113.073,,11.76353,13.42944,27.55469,40.98418,1.76562,48.40995,,,99,,,0,0,,
ABW,AW,Latin America & Caribbean,High income,2017,,18.514876,,,,,,,,,,,,,,,,,,,,,,,124.97541,,,,,,,,,,,,,,,57.25114,65.86773,,,76.60137,,,71.77642,2.609247,1.318251,,57.25114,,57.2511,,,,,,11.3503,11.3503,,13.05963,43.3237,18.3383,,,,,,,4.7,,,,,,9.94719,,,,,,,79.76316,,,,,,71.77642,,2105.915,,11.35122,10.53664,30.43085,40.96766,1.81556,45.87059,,,,,,0,,,
ABW,AW,Latin America & Caribbean,High income,2018,,17.240785,,,,,,,,,,,,,,,,,,,,,,,126.43242,,,,,,,,,,,,,,,57.25757,66.35703,,,76.35977,,,71.7943,2.729912,1.451008,,57.25757,,57.2576,,,,,,13.24094,13.24094,,11.65377,44.06427,18.36735,,,,,,,4.8,,,,,,10.34001,,,,,,,79.75225,,,,,,71.7943,,2133.241,-1.623866,13.24075,12.50575,30.6817,43.31807,1.15295,35.68341,,,,,,,,,
ABW,AW,Latin America & Caribbean,High income,2019,,14.843911,,,,,,,,,,,,,,,,,,,,,,,126.74416,,,,,,,,,,,,,,,66.37594,75.41827,,,84.86919,,,80.60335,2.647952,1.48151,,66.37594,,60.3083,,,,,,11.51742,11.51742,,14.7046,42.00518,21.13031,,,,,,,3.5,,,,,,9.415532,,,,,,,82.34886,,,,,,80.60335,,2177.016,-1.389705,11.41975,10.7144,21.81989,32.53433,1.03515,34.31863,,,,,,,,,
ABW,AW,Latin America & Caribbean,High income,2020,,11.33684,,,,,,,,,,,,,,,,,,,,,,,125.83893,,,,,,,,,,,,,,,89.44842,99.78976,,,118.0107,,,111.0538,2.686823,1.550166,,89.44842,,81.2758,,,,,,15.2698,15.2698,,21.23024,64.04494,28.98771,,,,,,,5.5,,,,,,10.7687,,,,,,,80.54509,,,,,,111.0538,,2252.691,,15.1403,8.792646,41.09732,49.89,1.40124,63.84641,,,,,,,,,
ABW,AW,Latin America & Caribbean,High income,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,AF,South Asia,Low income,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.603305,4.603305,,25.78107,13.45041,13.25207,,0.7479339,,,,4.603305,,9.27273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.4695,,,,,,0.7479339,,1414.423,,,,,,,,,,,,,,,,
AFG,AF,South Asia,Low income,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.635627,4.635627,,21.93487,14.53441,16.49797,,1.101215,,,,4.635627,,8.75304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.9559,,,,,,1.101215,,1549.593,,,,,,,,,,,,,,,,
AFG,AF,South Asia,Low income,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.662602,4.662602,,18.58995,17.19512,20.4187,,1.512195,,,,4.662602,,7.15447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.3333,,,,,,1.512195,,1801.819,,,,,,,,,,,,,,,,
AFG,AF,South Asia,Low income,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.440828,3.440828,,17.42583,14.4645,16.30473,,1.088757,,,,3.440828,,5.06805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0326,,,,,,1.088757,,910.5913,,,,,,,,,,,,,,,,
AFG,AF,South Asia,Low income,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.730556,3.730556,,16.01097,16.68889,19.56944,,1.7,,,,3.730556,,5.18611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.4445,,,,,,1.7,,1108.249,,,,,,,,,,,,,,,,
AFG,AF,South Asia,Low income,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.900662,3.900662,,22.51816,15.57395,13.42163,,2.139073,,,,3.900662,,4.9713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.353,,,,,,2.139073,,1276.826,,,,,,,,,,,,,,,,
AFG,AF,South Asia,Low income,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.804762,2.804762,,21.49897,11.20794,10.24127,,1.473016,,,,2.804762,,3.80159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4095,,,,,,1.473016,,1235.186,,,,,,,,,,,,,,,,
AFG,AF,South Asia,Low income,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.565737,2.565737,,22.27603,9.342628,8.952191,,1.325365,,,,2.565737,,3.25232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.5872,,,,,,1.325365,,1194.335,,,,,,,,,,,,,,,,
AFG,AF,South Asia,Low income,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.954854,2.954854,,18.86086,13.29045,12.71173,,1.695146,,,,2.954854,,4.02654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.3127,,,,,,1.695146,,1331.563,,,,,,,,,,,,,,,,
AFG,AF,South Asia,Low income,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.141956,3.141956,,18.3101,15.28707,14.01773,,2.518927,,,,3.141956,,4.87161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.7339,,,,,,2.518927,,1479.565,,,,,,,,,,,,,,,,
AFG,AF,South Asia,Low income,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.256675,3.256675,,20.95181,13.20332,12.28697,,2.149939,,,,3.256675,,4.55312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.4775,,,,,,2.149939,,1502.575,,,,,,,,,,,,,0,,,
AFG,AF,South Asia,Low income,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.822212,2.822212,,17.68893,14.03642,13.13246,,2.605586,,,,2.822212,,3.83314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.3139,,,,,,2.605586,,1619.583,,,,,,,,,,,,,0,,,
